aria_account_id,aria_customer_id,aria_relationship_type
aria_acct_007795,aria_cust_003605,HOLDER
aria_acct_007796,aria_cust_003675,HOLDER
aria_acct_007796,aria_cust_002323,BENEFICIARY
aria_acct_007797,aria_cust_003675,HOLDER
aria_acct_007797,aria_cust_003040,HOLDER
aria_acct_007798,aria_cust_003676,HOLDER
aria_acct_007798,aria_cust_002533,HOLDER
aria_acct_007799,aria_cust_003676,HOLDER
aria_acct_007800,aria_cust_003677,HOLDER
aria_acct_007801,aria_cust_003677,HOLDER
aria_acct_007802,aria_cust_003677,BORROWER
aria_acct_007802,aria_cust_000022,GUARANTOR
aria_acct_007803,aria_cust_003677,HOLDER
aria_acct_007804,aria_cust_003678,HOLDER
aria_acct_007805,aria_cust_003679,HOLDER
aria_acct_007806,aria_cust_003680,HOLDER
aria_acct_007806,aria_cust_001752,HOLDER
aria_acct_007807,aria_cust_003681,HOLDER
aria_acct_007808,aria_cust_003681,HOLDER
aria_acct_007809,aria_cust_003681,HOLDER
aria_acct_007810,aria_cust_003682,HOLDER
aria_acct_007811,aria_cust_003682,HOLDER
aria_acct_007812,aria_cust_003683,HOLDER
aria_acct_007812,aria_cust_002944,BENEFICIARY
aria_acct_007813,aria_cust_003683,HOLDER
aria_acct_007814,aria_cust_003684,HOLDER
aria_acct_007814,aria_cust_002342,BENEFICIARY
aria_acct_007815,aria_cust_003684,HOLDER
aria_acct_007815,aria_cust_002100,HOLDER
aria_acct_007816,aria_cust_003684,HOLDER
aria_acct_007816,aria_cust_004920,HOLDER
aria_acct_007817,aria_cust_003685,HOLDER
aria_acct_007817,aria_cust_003568,HOLDER
aria_acct_007818,aria_cust_003685,HOLDER
aria_acct_007819,aria_cust_003686,HOLDER
aria_acct_007820,aria_cust_003686,HOLDER
aria_acct_007821,aria_cust_003686,HOLDER
aria_acct_007822,aria_cust_003687,HOLDER
aria_acct_007823,aria_cust_003687,HOLDER
aria_acct_007824,aria_cust_003688,HOLDER
aria_acct_007825,aria_cust_003688,HOLDER
aria_acct_007826,aria_cust_003689,HOLDER
aria_acct_007827,aria_cust_003689,HOLDER
aria_acct_007827,aria_cust_004348,BENEFICIARY
aria_acct_007828,aria_cust_003689,HOLDER
aria_acct_007829,aria_cust_003689,HOLDER
aria_acct_007829,aria_cust_002309,BENEFICIARY
aria_acct_007830,aria_cust_003690,HOLDER
aria_acct_007830,aria_cust_002463,HOLDER
aria_acct_007831,aria_cust_003690,HOLDER
aria_acct_007832,aria_cust_003690,HOLDER
aria_acct_007833,aria_cust_003690,HOLDER
aria_acct_007833,aria_cust_003804,HOLDER
aria_acct_007834,aria_cust_003691,HOLDER
aria_acct_007834,aria_cust_002190,HOLDER
aria_acct_007835,aria_cust_003692,HOLDER
aria_acct_007836,aria_cust_003693,HOLDER
aria_acct_007837,aria_cust_003693,HOLDER
aria_acct_007838,aria_cust_003693,BORROWER
aria_acct_007839,aria_cust_003694,HOLDER
aria_acct_007840,aria_cust_003695,HOLDER
aria_acct_007841,aria_cust_003695,HOLDER
aria_acct_007841,aria_cust_000369,HOLDER
aria_acct_007842,aria_cust_003695,HOLDER
aria_acct_007843,aria_cust_003696,HOLDER
aria_acct_007844,aria_cust_003696,HOLDER
aria_acct_007844,aria_cust_001174,HOLDER
aria_acct_007845,aria_cust_003697,HOLDER
aria_acct_007845,aria_cust_001251,BENEFICIARY
aria_acct_007846,aria_cust_003698,HOLDER
aria_acct_007847,aria_cust_003699,HOLDER
aria_acct_007848,aria_cust_003699,HOLDER
aria_acct_007849,aria_cust_003699,HOLDER
aria_acct_007850,aria_cust_003699,HOLDER
aria_acct_007851,aria_cust_003700,HOLDER
aria_acct_007852,aria_cust_003700,HOLDER
aria_acct_007853,aria_cust_003701,HOLDER
aria_acct_007854,aria_cust_003701,HOLDER
aria_acct_007855,aria_cust_003702,HOLDER
aria_acct_007856,aria_cust_003702,BORROWER
aria_acct_007857,aria_cust_003703,HOLDER
aria_acct_007858,aria_cust_003703,HOLDER
aria_acct_007859,aria_cust_003703,HOLDER
aria_acct_007860,aria_cust_003704,HOLDER
aria_acct_007861,aria_cust_003705,HOLDER
aria_acct_007862,aria_cust_003705,HOLDER
aria_acct_007863,aria_cust_003706,HOLDER
aria_acct_007863,aria_cust_001021,HOLDER
aria_acct_007863,aria_cust_004955,BENEFICIARY
aria_acct_007864,aria_cust_003706,HOLDER
aria_acct_007865,aria_cust_003707,HOLDER
aria_acct_007866,aria_cust_003707,HOLDER
aria_acct_007867,aria_cust_003708,HOLDER
aria_acct_007868,aria_cust_003708,BORROWER
aria_acct_007869,aria_cust_003709,HOLDER
aria_acct_007870,aria_cust_003710,HOLDER
aria_acct_007871,aria_cust_003710,HOLDER
aria_acct_007872,aria_cust_003711,HOLDER
aria_acct_007872,aria_cust_003581,HOLDER
aria_acct_007873,aria_cust_003711,HOLDER
aria_acct_007874,aria_cust_003712,HOLDER
aria_acct_007875,aria_cust_003712,HOLDER
aria_acct_007876,aria_cust_003713,HOLDER
aria_acct_007877,aria_cust_003713,HOLDER
aria_acct_007878,aria_cust_003713,HOLDER
aria_acct_007879,aria_cust_003713,HOLDER
aria_acct_007880,aria_cust_003714,HOLDER
aria_acct_007881,aria_cust_003714,HOLDER
aria_acct_007882,aria_cust_003714,HOLDER
aria_acct_007883,aria_cust_003715,HOLDER
aria_acct_007884,aria_cust_003715,HOLDER
aria_acct_007885,aria_cust_003716,HOLDER
aria_acct_007885,aria_cust_002269,HOLDER
aria_acct_007886,aria_cust_003716,HOLDER
aria_acct_007886,aria_cust_002000,HOLDER
aria_acct_007887,aria_cust_003717,HOLDER
aria_acct_007888,aria_cust_003717,HOLDER
aria_acct_007888,aria_cust_003276,HOLDER
aria_acct_007889,aria_cust_003717,HOLDER
aria_acct_007890,aria_cust_003718,HOLDER
aria_acct_007890,aria_cust_002752,BENEFICIARY
aria_acct_007891,aria_cust_003718,HOLDER
aria_acct_007892,aria_cust_003718,HOLDER
aria_acct_007892,aria_cust_001100,HOLDER
aria_acct_007893,aria_cust_003719,HOLDER
aria_acct_007894,aria_cust_003719,HOLDER
aria_acct_007895,aria_cust_003720,HOLDER
aria_acct_007896,aria_cust_003721,HOLDER
aria_acct_007897,aria_cust_003722,HOLDER
aria_acct_007898,aria_cust_003722,HOLDER
aria_acct_007898,aria_cust_004671,HOLDER
aria_acct_007899,aria_cust_003723,HOLDER
aria_acct_007900,aria_cust_003723,HOLDER
aria_acct_007901,aria_cust_003724,HOLDER
aria_acct_007902,aria_cust_003724,HOLDER
aria_acct_007903,aria_cust_003725,HOLDER
aria_acct_007904,aria_cust_003725,HOLDER
aria_acct_007905,aria_cust_003725,HOLDER
aria_acct_007906,aria_cust_003726,HOLDER
aria_acct_007906,aria_cust_001497,BENEFICIARY
aria_acct_007907,aria_cust_003726,HOLDER
aria_acct_007907,aria_cust_001403,BENEFICIARY
aria_acct_007908,aria_cust_003727,HOLDER
aria_acct_007909,aria_cust_003727,HOLDER
aria_acct_007910,aria_cust_003728,HOLDER
aria_acct_007911,aria_cust_003728,HOLDER
aria_acct_007912,aria_cust_003729,HOLDER
aria_acct_007913,aria_cust_003730,HOLDER
aria_acct_007913,aria_cust_000972,HOLDER
aria_acct_007914,aria_cust_003730,BORROWER
aria_acct_007915,aria_cust_003731,HOLDER
aria_acct_007916,aria_cust_003731,HOLDER
aria_acct_007916,aria_cust_002431,HOLDER
aria_acct_007917,aria_cust_003732,HOLDER
aria_acct_007918,aria_cust_003733,HOLDER
aria_acct_007919,aria_cust_003733,BORROWER
aria_acct_007920,aria_cust_003734,HOLDER
aria_acct_007920,aria_cust_001811,HOLDER
aria_acct_007921,aria_cust_003734,HOLDER
aria_acct_007921,aria_cust_000093,BENEFICIARY
aria_acct_007922,aria_cust_003735,HOLDER
aria_acct_007923,aria_cust_003735,HOLDER
aria_acct_007924,aria_cust_003735,BORROWER
aria_acct_007925,aria_cust_003736,HOLDER
aria_acct_007926,aria_cust_003736,HOLDER
aria_acct_007927,aria_cust_003736,HOLDER
aria_acct_007927,aria_cust_002474,HOLDER
aria_acct_007928,aria_cust_003736,BORROWER
aria_acct_007929,aria_cust_003737,HOLDER
aria_acct_007930,aria_cust_003737,HOLDER
aria_acct_007931,aria_cust_003737,BORROWER
aria_acct_007931,aria_cust_004439,GUARANTOR
aria_acct_007932,aria_cust_003738,HOLDER
aria_acct_007933,aria_cust_003738,HOLDER
aria_acct_007933,aria_cust_003040,BENEFICIARY
aria_acct_007934,aria_cust_003739,HOLDER
aria_acct_007935,aria_cust_003739,HOLDER
aria_acct_007936,aria_cust_003740,HOLDER
aria_acct_007937,aria_cust_003740,HOLDER
aria_acct_007938,aria_cust_003741,HOLDER
aria_acct_007939,aria_cust_003741,HOLDER
aria_acct_007940,aria_cust_003741,HOLDER
aria_acct_007941,aria_cust_003742,HOLDER
aria_acct_007942,aria_cust_003743,HOLDER
aria_acct_007943,aria_cust_003743,HOLDER
aria_acct_007944,aria_cust_003743,HOLDER
aria_acct_007944,aria_cust_003573,BENEFICIARY
aria_acct_007945,aria_cust_003743,HOLDER
aria_acct_007946,aria_cust_003744,HOLDER
aria_acct_007947,aria_cust_003744,HOLDER
aria_acct_007948,aria_cust_003745,HOLDER
aria_acct_007948,aria_cust_000023,BENEFICIARY
aria_acct_007949,aria_cust_003745,HOLDER
aria_acct_007950,aria_cust_003746,HOLDER
aria_acct_007950,aria_cust_003701,HOLDER
aria_acct_007950,aria_cust_001519,BENEFICIARY
aria_acct_007951,aria_cust_003746,HOLDER
aria_acct_007952,aria_cust_003746,HOLDER
aria_acct_007952,aria_cust_001159,HOLDER
aria_acct_007953,aria_cust_003747,HOLDER
aria_acct_007953,aria_cust_003868,HOLDER
aria_acct_007954,aria_cust_003747,HOLDER
aria_acct_007954,aria_cust_001232,HOLDER
aria_acct_007955,aria_cust_003748,HOLDER
aria_acct_007955,aria_cust_002715,HOLDER
aria_acct_007956,aria_cust_003748,HOLDER
aria_acct_007957,aria_cust_003749,HOLDER
aria_acct_007958,aria_cust_003749,HOLDER
aria_acct_007959,aria_cust_003749,HOLDER
aria_acct_007960,aria_cust_003750,HOLDER
aria_acct_007961,aria_cust_003750,HOLDER
aria_acct_007962,aria_cust_003751,HOLDER
aria_acct_007963,aria_cust_003752,HOLDER
aria_acct_007964,aria_cust_003752,HOLDER
aria_acct_007965,aria_cust_003753,HOLDER
aria_acct_007966,aria_cust_003753,HOLDER
aria_acct_007967,aria_cust_003754,HOLDER
aria_acct_007968,aria_cust_003754,HOLDER
aria_acct_007969,aria_cust_003754,HOLDER
aria_acct_007969,aria_cust_003200,HOLDER
aria_acct_007970,aria_cust_003755,HOLDER
aria_acct_007970,aria_cust_000291,HOLDER
aria_acct_007971,aria_cust_003755,BORROWER
aria_acct_007972,aria_cust_003755,HOLDER
aria_acct_007973,aria_cust_003756,HOLDER
aria_acct_007974,aria_cust_003757,HOLDER
aria_acct_007974,aria_cust_000174,BENEFICIARY
aria_acct_007975,aria_cust_003758,HOLDER
aria_acct_007976,aria_cust_003758,HOLDER
aria_acct_007977,aria_cust_003759,HOLDER
aria_acct_007978,aria_cust_003759,HOLDER
aria_acct_007978,aria_cust_003264,BENEFICIARY
aria_acct_007979,aria_cust_003760,HOLDER
aria_acct_007980,aria_cust_003760,HOLDER
aria_acct_007981,aria_cust_003760,HOLDER
aria_acct_007982,aria_cust_003761,HOLDER
aria_acct_007983,aria_cust_003761,HOLDER
aria_acct_007984,aria_cust_003761,HOLDER
aria_acct_007985,aria_cust_003762,HOLDER
aria_acct_007985,aria_cust_003303,BENEFICIARY
aria_acct_007986,aria_cust_003763,HOLDER
aria_acct_007986,aria_cust_001954,BENEFICIARY
aria_acct_007987,aria_cust_003763,HOLDER
aria_acct_007988,aria_cust_003763,HOLDER
aria_acct_007989,aria_cust_003764,HOLDER
aria_acct_007990,aria_cust_003764,HOLDER
aria_acct_007991,aria_cust_003764,HOLDER
aria_acct_007992,aria_cust_003765,HOLDER
aria_acct_007993,aria_cust_003765,BORROWER
aria_acct_007994,aria_cust_003766,HOLDER
aria_acct_007994,aria_cust_001377,HOLDER
aria_acct_007995,aria_cust_003766,HOLDER
aria_acct_007995,aria_cust_002453,BENEFICIARY
aria_acct_007996,aria_cust_003766,HOLDER
aria_acct_007997,aria_cust_003767,HOLDER
aria_acct_007998,aria_cust_003767,HOLDER
aria_acct_007998,aria_cust_000940,BENEFICIARY
aria_acct_007999,aria_cust_003768,HOLDER
aria_acct_008000,aria_cust_003768,HOLDER
aria_acct_008001,aria_cust_003769,HOLDER
aria_acct_008002,aria_cust_003769,HOLDER
aria_acct_008003,aria_cust_003770,HOLDER
aria_acct_008003,aria_cust_003377,HOLDER
aria_acct_008004,aria_cust_003770,HOLDER
aria_acct_008005,aria_cust_003770,HOLDER
aria_acct_008006,aria_cust_003771,HOLDER
aria_acct_008006,aria_cust_002454,HOLDER
aria_acct_008007,aria_cust_003771,BORROWER
aria_acct_008007,aria_cust_003580,GUARANTOR
aria_acct_008008,aria_cust_003771,HOLDER
aria_acct_008009,aria_cust_003772,HOLDER
aria_acct_008009,aria_cust_004009,BENEFICIARY
aria_acct_008010,aria_cust_003772,HOLDER
aria_acct_008011,aria_cust_003773,HOLDER
aria_acct_008012,aria_cust_003773,HOLDER
aria_acct_008012,aria_cust_000222,HOLDER
aria_acct_008013,aria_cust_003774,HOLDER
aria_acct_008014,aria_cust_003775,HOLDER
aria_acct_008015,aria_cust_003776,HOLDER
aria_acct_008016,aria_cust_003776,HOLDER
aria_acct_008017,aria_cust_003777,HOLDER
aria_acct_008017,aria_cust_002014,HOLDER
aria_acct_008018,aria_cust_003777,HOLDER
aria_acct_008019,aria_cust_003778,HOLDER
aria_acct_008019,aria_cust_001223,BENEFICIARY
aria_acct_008020,aria_cust_003779,HOLDER
aria_acct_008021,aria_cust_003779,HOLDER
aria_acct_008022,aria_cust_003779,HOLDER
aria_acct_008023,aria_cust_003780,HOLDER
aria_acct_008023,aria_cust_001030,BENEFICIARY
aria_acct_008024,aria_cust_003780,HOLDER
aria_acct_008025,aria_cust_003780,HOLDER
aria_acct_008025,aria_cust_000027,BENEFICIARY
aria_acct_008026,aria_cust_003781,HOLDER
aria_acct_008027,aria_cust_003781,HOLDER
aria_acct_008028,aria_cust_003782,HOLDER
aria_acct_008029,aria_cust_003782,HOLDER
aria_acct_008030,aria_cust_003783,HOLDER
aria_acct_008031,aria_cust_003783,HOLDER
aria_acct_008031,aria_cust_001109,BENEFICIARY
aria_acct_008032,aria_cust_003784,HOLDER
aria_acct_008033,aria_cust_003785,HOLDER
aria_acct_008034,aria_cust_003785,HOLDER
aria_acct_008034,aria_cust_003798,HOLDER
aria_acct_008035,aria_cust_003785,HOLDER
aria_acct_008036,aria_cust_003786,HOLDER
aria_acct_008036,aria_cust_000949,BENEFICIARY
aria_acct_008037,aria_cust_003786,HOLDER
aria_acct_008038,aria_cust_003787,HOLDER
aria_acct_008039,aria_cust_003787,HOLDER
aria_acct_008040,aria_cust_003787,BORROWER
aria_acct_008040,aria_cust_000338,GUARANTOR
aria_acct_008041,aria_cust_003788,HOLDER
aria_acct_008042,aria_cust_003789,HOLDER
aria_acct_008043,aria_cust_003789,HOLDER
aria_acct_008044,aria_cust_003789,BORROWER
aria_acct_008045,aria_cust_003790,HOLDER
aria_acct_008046,aria_cust_003790,HOLDER
aria_acct_008047,aria_cust_003791,HOLDER
aria_acct_008048,aria_cust_003792,HOLDER
aria_acct_008048,aria_cust_004888,HOLDER
aria_acct_008049,aria_cust_003792,HOLDER
aria_acct_008049,aria_cust_001449,BENEFICIARY
aria_acct_008050,aria_cust_003793,HOLDER
aria_acct_008051,aria_cust_003793,HOLDER
aria_acct_008052,aria_cust_003794,HOLDER
aria_acct_008053,aria_cust_003794,HOLDER
aria_acct_008054,aria_cust_003795,HOLDER
aria_acct_008055,aria_cust_003795,HOLDER
aria_acct_008056,aria_cust_003796,HOLDER
aria_acct_008057,aria_cust_003796,HOLDER
aria_acct_008058,aria_cust_003797,HOLDER
aria_acct_008059,aria_cust_003797,HOLDER
aria_acct_008059,aria_cust_003722,HOLDER
aria_acct_008060,aria_cust_003798,HOLDER
aria_acct_008061,aria_cust_003798,HOLDER
aria_acct_008062,aria_cust_003799,HOLDER
aria_acct_008063,aria_cust_003799,HOLDER
aria_acct_008064,aria_cust_003800,HOLDER
aria_acct_008065,aria_cust_003800,HOLDER
aria_acct_008065,aria_cust_002602,HOLDER
aria_acct_008066,aria_cust_003801,HOLDER
aria_acct_008067,aria_cust_003801,HOLDER
aria_acct_008068,aria_cust_003802,HOLDER
aria_acct_008069,aria_cust_003802,HOLDER
aria_acct_008070,aria_cust_003803,HOLDER
aria_acct_008071,aria_cust_003803,BORROWER
aria_acct_008071,aria_cust_004601,GUARANTOR
aria_acct_008072,aria_cust_003804,HOLDER
aria_acct_008072,aria_cust_003560,HOLDER
aria_acct_008073,aria_cust_003804,HOLDER
aria_acct_008074,aria_cust_003804,HOLDER
aria_acct_008075,aria_cust_003805,HOLDER
aria_acct_008076,aria_cust_003805,HOLDER
aria_acct_008076,aria_cust_002446,HOLDER
aria_acct_008077,aria_cust_003806,HOLDER
aria_acct_008078,aria_cust_003807,HOLDER
aria_acct_008079,aria_cust_003807,HOLDER
aria_acct_008079,aria_cust_001688,HOLDER
aria_acct_008080,aria_cust_003807,HOLDER
aria_acct_008081,aria_cust_003808,HOLDER
aria_acct_008082,aria_cust_003809,HOLDER
aria_acct_008083,aria_cust_003809,HOLDER
aria_acct_008084,aria_cust_003810,HOLDER
aria_acct_008085,aria_cust_003810,HOLDER
aria_acct_008086,aria_cust_003811,HOLDER
aria_acct_008086,aria_cust_003016,HOLDER
aria_acct_008087,aria_cust_003811,HOLDER
aria_acct_008088,aria_cust_003811,HOLDER
aria_acct_008089,aria_cust_003811,HOLDER
aria_acct_008090,aria_cust_003812,HOLDER
aria_acct_008090,aria_cust_003488,BENEFICIARY
aria_acct_008091,aria_cust_003812,HOLDER
aria_acct_008092,aria_cust_003812,HOLDER
aria_acct_008093,aria_cust_003813,HOLDER
aria_acct_008094,aria_cust_003814,HOLDER
aria_acct_008095,aria_cust_003814,BORROWER
aria_acct_008096,aria_cust_003815,HOLDER
aria_acct_008097,aria_cust_003816,HOLDER
aria_acct_008098,aria_cust_003817,HOLDER
aria_acct_008099,aria_cust_003817,HOLDER
aria_acct_008099,aria_cust_003798,BENEFICIARY
aria_acct_008100,aria_cust_003818,HOLDER
aria_acct_008101,aria_cust_003819,HOLDER
aria_acct_008101,aria_cust_002986,HOLDER
aria_acct_008102,aria_cust_003819,HOLDER
aria_acct_008103,aria_cust_003820,HOLDER
aria_acct_008104,aria_cust_003820,HOLDER
aria_acct_008104,aria_cust_004611,HOLDER
aria_acct_008105,aria_cust_003820,HOLDER
aria_acct_008106,aria_cust_003821,HOLDER
aria_acct_008107,aria_cust_003822,HOLDER
aria_acct_008107,aria_cust_004201,BENEFICIARY
aria_acct_008108,aria_cust_003822,HOLDER
aria_acct_008108,aria_cust_001918,HOLDER
aria_acct_008108,aria_cust_002068,BENEFICIARY
aria_acct_008109,aria_cust_003823,HOLDER
aria_acct_008110,aria_cust_003823,HOLDER
aria_acct_008111,aria_cust_003824,HOLDER
aria_acct_008112,aria_cust_003825,HOLDER
aria_acct_008113,aria_cust_003826,HOLDER
aria_acct_008114,aria_cust_003826,HOLDER
aria_acct_008115,aria_cust_003827,HOLDER
aria_acct_008116,aria_cust_003828,HOLDER
aria_acct_008117,aria_cust_003828,HOLDER
aria_acct_008118,aria_cust_003829,HOLDER
aria_acct_008119,aria_cust_003830,HOLDER
aria_acct_008120,aria_cust_003830,HOLDER
aria_acct_008121,aria_cust_003830,HOLDER
aria_acct_008121,aria_cust_000514,HOLDER
aria_acct_008122,aria_cust_003830,BORROWER
aria_acct_008123,aria_cust_003831,HOLDER
aria_acct_008124,aria_cust_003831,HOLDER
aria_acct_008124,aria_cust_004441,HOLDER
aria_acct_008125,aria_cust_003831,HOLDER
aria_acct_008126,aria_cust_003832,HOLDER
aria_acct_008127,aria_cust_003832,HOLDER
aria_acct_008128,aria_cust_003833,HOLDER
aria_acct_008129,aria_cust_003833,HOLDER
aria_acct_008130,aria_cust_003833,HOLDER
aria_acct_008131,aria_cust_003833,BORROWER
aria_acct_008132,aria_cust_003834,HOLDER
aria_acct_008133,aria_cust_003834,HOLDER
aria_acct_008134,aria_cust_003835,HOLDER
aria_acct_008135,aria_cust_003835,HOLDER
aria_acct_008136,aria_cust_003835,HOLDER
aria_acct_008137,aria_cust_003836,HOLDER
aria_acct_008138,aria_cust_003837,HOLDER
aria_acct_008139,aria_cust_003837,HOLDER
aria_acct_008140,aria_cust_003838,HOLDER
aria_acct_008140,aria_cust_001795,HOLDER
aria_acct_008141,aria_cust_003838,HOLDER
aria_acct_008141,aria_cust_003441,HOLDER
aria_acct_008142,aria_cust_003838,BORROWER
aria_acct_008143,aria_cust_003839,HOLDER
aria_acct_008144,aria_cust_003839,HOLDER
aria_acct_008145,aria_cust_003839,HOLDER
aria_acct_008146,aria_cust_003839,BORROWER
aria_acct_008147,aria_cust_003840,HOLDER
aria_acct_008148,aria_cust_003840,HOLDER
aria_acct_008148,aria_cust_004928,BENEFICIARY
aria_acct_008149,aria_cust_003841,HOLDER
aria_acct_008150,aria_cust_003842,HOLDER
aria_acct_008151,aria_cust_003843,HOLDER
aria_acct_008151,aria_cust_001293,HOLDER
aria_acct_008152,aria_cust_003843,HOLDER
aria_acct_008153,aria_cust_003844,HOLDER
aria_acct_008153,aria_cust_003878,BENEFICIARY
aria_acct_008154,aria_cust_003844,HOLDER
aria_acct_008155,aria_cust_003844,HOLDER
aria_acct_008156,aria_cust_003845,HOLDER
aria_acct_008156,aria_cust_003827,HOLDER
aria_acct_008157,aria_cust_003845,HOLDER
aria_acct_008158,aria_cust_003846,HOLDER
aria_acct_008159,aria_cust_003846,HOLDER
aria_acct_008160,aria_cust_003847,HOLDER
aria_acct_008161,aria_cust_003847,HOLDER
aria_acct_008162,aria_cust_003848,HOLDER
aria_acct_008162,aria_cust_004349,HOLDER
aria_acct_008163,aria_cust_003849,HOLDER
aria_acct_008164,aria_cust_003849,HOLDER
aria_acct_008165,aria_cust_003850,HOLDER
aria_acct_008166,aria_cust_003851,HOLDER
aria_acct_008167,aria_cust_003852,HOLDER
aria_acct_008168,aria_cust_003852,HOLDER
aria_acct_008169,aria_cust_003853,HOLDER
aria_acct_008170,aria_cust_003853,HOLDER
aria_acct_008171,aria_cust_003853,HOLDER
aria_acct_008172,aria_cust_003854,HOLDER
aria_acct_008172,aria_cust_002800,BENEFICIARY
aria_acct_008173,aria_cust_003854,HOLDER
aria_acct_008174,aria_cust_003854,HOLDER
aria_acct_008175,aria_cust_003855,HOLDER
aria_acct_008176,aria_cust_003856,HOLDER
aria_acct_008176,aria_cust_002906,BENEFICIARY
aria_acct_008177,aria_cust_003856,HOLDER
aria_acct_008178,aria_cust_003857,HOLDER
aria_acct_008179,aria_cust_003857,HOLDER
aria_acct_008180,aria_cust_003858,HOLDER
aria_acct_008181,aria_cust_003858,HOLDER
aria_acct_008181,aria_cust_002622,HOLDER
aria_acct_008182,aria_cust_003859,HOLDER
aria_acct_008183,aria_cust_003860,HOLDER
aria_acct_008183,aria_cust_004045,HOLDER
aria_acct_008184,aria_cust_003860,HOLDER
aria_acct_008185,aria_cust_003861,HOLDER
aria_acct_008186,aria_cust_003861,HOLDER
aria_acct_008186,aria_cust_001965,HOLDER
aria_acct_008187,aria_cust_003862,HOLDER
aria_acct_008188,aria_cust_003863,HOLDER
aria_acct_008189,aria_cust_003863,HOLDER
aria_acct_008190,aria_cust_003863,HOLDER
aria_acct_008191,aria_cust_003864,HOLDER
aria_acct_008192,aria_cust_003865,HOLDER
aria_acct_008193,aria_cust_003865,HOLDER
aria_acct_008194,aria_cust_003865,BORROWER
aria_acct_008194,aria_cust_001042,GUARANTOR
aria_acct_008195,aria_cust_003866,HOLDER
aria_acct_008195,aria_cust_004830,BENEFICIARY
aria_acct_008196,aria_cust_003866,HOLDER
aria_acct_008196,aria_cust_001708,HOLDER
aria_acct_008197,aria_cust_003867,HOLDER
aria_acct_008198,aria_cust_003867,HOLDER
aria_acct_008199,aria_cust_003867,HOLDER
aria_acct_008200,aria_cust_003868,HOLDER
aria_acct_008200,aria_cust_004962,BENEFICIARY
aria_acct_008201,aria_cust_003869,HOLDER
aria_acct_008202,aria_cust_003869,HOLDER
aria_acct_008203,aria_cust_003869,HOLDER
aria_acct_008204,aria_cust_003870,HOLDER
aria_acct_008204,aria_cust_002679,HOLDER
aria_acct_008205,aria_cust_003870,HOLDER
aria_acct_008206,aria_cust_003871,HOLDER
aria_acct_008207,aria_cust_003871,BORROWER
aria_acct_008207,aria_cust_004376,GUARANTOR
aria_acct_008208,aria_cust_003871,HOLDER
aria_acct_008209,aria_cust_003872,HOLDER
aria_acct_008210,aria_cust_003872,HOLDER
aria_acct_008211,aria_cust_003872,HOLDER
aria_acct_008212,aria_cust_003873,HOLDER
aria_acct_008213,aria_cust_003874,HOLDER
aria_acct_008213,aria_cust_004980,BENEFICIARY
aria_acct_008214,aria_cust_003874,HOLDER
aria_acct_008215,aria_cust_003875,HOLDER
aria_acct_008216,aria_cust_003875,HOLDER
aria_acct_008217,aria_cust_003876,HOLDER
aria_acct_008218,aria_cust_003876,HOLDER
aria_acct_008219,aria_cust_003877,HOLDER
aria_acct_008220,aria_cust_003877,HOLDER
aria_acct_008221,aria_cust_003877,BORROWER
aria_acct_008222,aria_cust_003878,HOLDER
aria_acct_008223,aria_cust_003878,HOLDER
aria_acct_008224,aria_cust_003879,HOLDER
aria_acct_008224,aria_cust_000646,BENEFICIARY
aria_acct_008225,aria_cust_003879,HOLDER
aria_acct_008226,aria_cust_003880,HOLDER
aria_acct_008227,aria_cust_003880,HOLDER
aria_acct_008228,aria_cust_003880,HOLDER
aria_acct_008229,aria_cust_003880,HOLDER
aria_acct_008230,aria_cust_003881,HOLDER
aria_acct_008231,aria_cust_003881,HOLDER
aria_acct_008232,aria_cust_003882,HOLDER
aria_acct_008233,aria_cust_003882,HOLDER
aria_acct_008234,aria_cust_003883,HOLDER
aria_acct_008235,aria_cust_003884,HOLDER
aria_acct_008236,aria_cust_003884,HOLDER
aria_acct_008237,aria_cust_003885,HOLDER
aria_acct_008237,aria_cust_000831,HOLDER
aria_acct_008238,aria_cust_003885,HOLDER
aria_acct_008239,aria_cust_003885,HOLDER
aria_acct_008240,aria_cust_003885,HOLDER
aria_acct_008241,aria_cust_003886,HOLDER
aria_acct_008242,aria_cust_003886,HOLDER
aria_acct_008243,aria_cust_003886,BORROWER
aria_acct_008243,aria_cust_002768,GUARANTOR
aria_acct_008244,aria_cust_003887,HOLDER
aria_acct_008245,aria_cust_003887,HOLDER
aria_acct_008246,aria_cust_003888,HOLDER
aria_acct_008246,aria_cust_002662,HOLDER
aria_acct_008247,aria_cust_003888,HOLDER
aria_acct_008248,aria_cust_003889,HOLDER
aria_acct_008249,aria_cust_003890,HOLDER
aria_acct_008249,aria_cust_003559,HOLDER
aria_acct_008250,aria_cust_003890,BORROWER
aria_acct_008251,aria_cust_003891,HOLDER
aria_acct_008252,aria_cust_003891,HOLDER
aria_acct_008253,aria_cust_003891,HOLDER
aria_acct_008254,aria_cust_003892,HOLDER
aria_acct_008255,aria_cust_003893,HOLDER
aria_acct_008256,aria_cust_003894,HOLDER
aria_acct_008257,aria_cust_003895,HOLDER
aria_acct_008258,aria_cust_003895,HOLDER
aria_acct_008259,aria_cust_003896,HOLDER
aria_acct_008260,aria_cust_003896,HOLDER
aria_acct_008261,aria_cust_003896,HOLDER
aria_acct_008262,aria_cust_003897,HOLDER
