trxn_id,customer_id,residency_country_id,zipcode,xceed_rf_score
23188,c_102,267,NULL,4
23189,c_41,267,94111,0
23190,c_3,254,60062,5
23191,c_1659,267,NULL,6
23192,c_28,267,94111,8
23193,c_54,267,NULL,6
23194,c_2253,267,NULL,4
23195,c_118,267,95110,4
23196,c_50,254,60527,10
23197,c_604,254,60605,9
23198,c_3845,267,NULL,7
23199,c_49,267,19901,4
23200,c_2676,267,NULL,9
23201,c_778,267,60564,0
23202,c_3846,267,NULL,1
23203,c_503,267,60008,9
23204,c_49,267,19901,4
23205,c_166,267,NULL,3
23206,c_1262,254,12729,3
23207,c_3847,254,60053,1
23208,c_3848,267,NULL,7
23209,c_115,267,NULL,10
23210,c_159,254,60056,4
23211,c_3700,267,NULL,9
23212,c_460,267,NULL,4
23213,c_49,267,60148,4
23214,c_1114,267,NULL,0
23215,c_763,267,NULL,7
23216,c_49,267,60148,4
23217,c_2109,267,60160,2
23218,c_146,267,NULL,10
23219,c_3849,267,NULL,6
23220,c_1,267,19806,6
23221,c_205,267,NULL,7
23222,c_183,267,NULL,10
23223,c_78,267,6511,3
23224,c_3850,267,NULL,5
23225,c_58,267,60608,10
23226,c_1834,267,NULL,9
23227,c_1734,254,60608,1
23228,c_73,267,NULL,0
23229,c_1913,267,NULL,2
23230,c_204,267,NULL,0
23231,c_22,267,NULL,2
23232,c_50,254,60527,10
23233,c_41,267,94111,0
23234,c_41,267,94111,0
23235,c_1573,267,NULL,6
23236,c_515,267,NULL,1
23237,c_3851,267,NULL,0
23238,c_291,254,60712,7
23239,c_438,267,NULL,4
23240,c_1494,267,NULL,10
23241,c_3852,267,NULL,8
23242,c_4,267,NULL,4
23243,c_2424,267,NULL,1
23244,c_66,254,60440,3
23245,c_102,267,NULL,4
23246,c_8,267,94111,5
23247,c_66,254,60440,3
23248,c_1,267,19806,6
23249,c_359,267,NULL,5
23250,c_269,267,60053,8
23251,c_13,267,94111,0
23252,c_3853,267,NULL,3
23253,c_3242,267,NULL,10
23254,c_2684,267,NULL,6
23255,c_426,254,60093,5
23256,c_503,267,60008,9
23257,c_49,267,60148,4
23258,c_30,267,95110,0
23259,c_41,267,94111,0
23260,c_2897,267,NULL,3
23261,c_269,267,60053,8
23262,c_3854,267,NULL,6
23263,c_3855,267,NULL,2
23264,c_13,267,94111,0
23265,c_418,267,NULL,3
23266,c_30,267,95110,0
23267,c_8,267,94111,5
23268,c_30,267,95110,0
23269,c_28,267,94111,8
23270,c_66,254,60440,3
23271,c_2400,267,NULL,6
23272,c_3856,254,60609,8
23273,c_8,267,94111,5
23274,c_228,254,60559,1
23275,c_13,267,94111,0
23276,c_191,267,60403,0
23277,c_1733,NULL,NULL,7
23278,c_97,254,60062,6
23279,c_72,254,60714,10
23280,c_22,267,NULL,2
23281,c_117,267,NULL,1
23282,c_197,254,60056,8
23283,c_41,267,94111,0
23284,c_132,267,90245,8
23285,c_2398,267,NULL,4
23286,c_14,254,91601,10
23287,c_78,267,6511,3
23288,c_66,254,60440,3
23289,c_308,267,6511,8
23290,c_1134,267,60164,2
23291,c_552,267,NULL,4
23292,c_28,267,94111,8
23293,c_104,267,77036,9
23294,c_524,267,60018,2
23295,c_43,267,98104,6
23296,c_3857,267,NULL,4
23297,c_49,267,19901,4
23298,c_90,267,95110,2
23299,c_63,267,NULL,4
23300,c_308,267,6511,8
23301,c_3858,254,60305,8
23302,c_204,267,NULL,0
23303,c_1366,267,NULL,2
23304,c_183,267,NULL,10
23305,c_223,267,NULL,8
23306,c_22,267,NULL,2
23307,c_196,267,NULL,0
23308,c_482,254,60523,1
23309,c_2391,267,NULL,10
23310,c_1479,267,NULL,8
23311,c_392,267,NULL,10
23312,c_41,267,94111,0
23313,c_480,267,NULL,6
23314,c_751,254,60062,9
23315,c_1075,267,NULL,5
23316,c_3859,267,NULL,1
23317,c_13,267,94111,0
23318,c_34,254,60008,9
23319,c_338,267,NULL,6
23320,c_380,267,NULL,2
23321,c_1621,254,60091,2
23322,c_147,254,60660,10
23323,c_216,267,60018,2
23324,c_30,267,95110,0
23325,c_519,267,NULL,7
23326,c_207,267,NULL,6
23327,c_97,254,60062,6
23328,c_899,267,12729,0
23329,c_3671,267,NULL,3
23330,c_1098,267,NULL,7
23331,c_286,267,60521,3
23332,c_49,267,60148,4
23333,c_679,267,60659,4
23334,c_104,267,77036,9
23335,c_22,267,NULL,2
23336,c_26,267,NULL,1
23337,c_73,267,NULL,0
23338,c_850,267,NULL,7
23339,c_3860,267,NULL,0
23340,c_1913,267,NULL,2
23341,c_218,254,60026,6
23342,c_1770,267,12729,2
23343,c_78,267,6510,3
23344,c_40,254,12729,3
23345,c_3861,267,NULL,2
23346,c_3862,267,NULL,2
23347,c_13,267,94111,0
23348,c_132,267,90245,8
23349,c_115,267,NULL,10
23350,c_28,267,94111,8
23351,c_552,267,NULL,4
23352,c_309,267,NULL,10
23353,c_3863,267,NULL,10
23354,c_249,267,11354,5
23355,c_22,267,NULL,2
23356,c_41,267,94111,0
23357,c_8,267,94111,5
23358,c_3864,267,NULL,8
23359,c_28,267,94111,8
23360,c_324,267,NULL,3
23361,c_13,267,94111,0
23362,c_1542,267,NULL,8
23363,c_8,267,94111,5
23364,c_28,267,94111,8
23365,c_1573,267,NULL,6
23366,c_1101,254,60126,10
23367,c_924,267,NULL,5
23368,c_127,267,94111,0
23369,c_2884,254,60616,1
23370,c_249,267,11354,5
23371,c_146,267,NULL,10
23372,c_751,254,60062,9
23373,c_30,267,95110,0
23374,c_308,267,6511,8
23375,c_87,267,NULL,0
23376,c_279,267,NULL,10
23377,c_3865,267,NULL,6
23378,c_3866,267,NULL,9
23379,c_123,267,NULL,2
23380,c_22,267,NULL,2
23381,c_456,267,NULL,6
23382,c_3867,267,NULL,0
23383,c_13,267,94111,0
23384,c_98,267,NULL,4
23385,c_191,267,60403,0
23386,c_2261,267,60612,3
23387,c_30,267,95110,0
23388,c_410,267,NULL,2
23389,c_3868,267,NULL,7
23390,c_480,267,NULL,6
23391,c_104,267,77036,9
23392,c_8,267,94111,5
23393,c_207,267,NULL,6
23394,c_28,267,94111,8
23395,c_2498,267,NULL,8
23396,c_695,267,NULL,1
23397,c_1,267,19806,6
23398,c_647,267,NULL,6
23399,c_231,254,60706,10
23400,c_3869,267,NULL,9
23401,c_1544,267,NULL,9
23402,c_49,267,19901,4
23403,c_295,267,60016,6
23404,c_604,254,60605,9
23405,c_8,267,94111,5
23406,c_49,267,19901,4
23407,c_49,267,19901,4
23408,c_643,267,60641,5
23409,c_1393,267,NULL,9
23410,c_601,267,NULL,0
23411,c_557,267,NULL,2
23412,c_78,267,6511,3
23413,c_3790,267,NULL,1
23414,c_1542,267,NULL,8
23415,c_95,267,77036,9
23416,c_1190,254,60164,5
23417,c_28,267,94111,8
23418,c_1230,267,NULL,5
23419,c_63,267,NULL,4
23420,c_104,267,77036,9
23421,c_650,267,60411,6
23422,c_28,267,94111,8
23423,c_2628,254,60646,8
23424,c_13,267,94111,0
23425,c_176,267,NULL,9
23426,c_191,267,60403,0
23427,c_30,267,95110,0
23428,c_1398,267,NULL,9
23429,c_50,254,60527,10
23430,c_3870,267,NULL,2
23431,c_2441,254,60640,8
23432,c_72,254,60714,10
23433,c_87,267,NULL,0
23434,c_13,267,94111,0
23435,c_50,254,60527,10
23436,c_604,254,60605,9
23437,c_796,267,NULL,6
23438,c_49,267,60148,4
23439,c_28,267,94111,8
23440,c_243,267,NULL,2
23441,c_252,267,NULL,1
23442,c_104,267,77036,9
23443,c_908,267,60154,7
23444,c_2074,267,NULL,5
23445,c_1098,267,NULL,7
23446,c_49,267,60148,4
23447,c_78,267,6511,3
23448,c_49,267,19901,4
23449,c_161,267,NULL,3
23450,c_49,267,19901,4
23451,c_3871,254,60561,3
23452,c_3298,267,NULL,8
23453,c_1227,254,60707,1
23454,c_49,267,60148,4
23455,c_132,267,90245,8
23456,c_99,254,60067,8
23457,c_375,254,60618,5
23458,c_228,254,60559,1
23459,c_3610,267,NULL,8
23460,c_147,254,60660,10
23461,c_308,267,6511,8
23462,c_183,267,NULL,10
23463,c_3872,267,NULL,6
23464,c_295,267,60016,6
23465,c_1,267,19806,6
23466,c_318,267,NULL,0
23467,c_1410,254,60632,3
23468,c_1152,267,NULL,2
23469,c_593,267,NULL,0
23470,c_22,267,NULL,2
23471,c_527,267,NULL,0
23472,c_41,267,94111,0
23473,c_227,267,NULL,0
23474,c_78,267,6511,3
23475,c_30,267,95110,0
23476,c_3873,267,NULL,9
23477,c_1111,254,12729,1
23478,c_2058,267,NULL,7
23479,c_79,267,11354,5
23480,c_13,267,94111,0
23481,c_428,267,60160,6
23482,c_102,267,NULL,4
23483,c_41,267,94111,0
23484,c_13,267,94111,0
23485,c_177,267,NULL,3
23486,c_2214,267,NULL,7
23487,c_26,267,NULL,1
23488,c_1822,267,NULL,9
23489,c_2973,267,NULL,3
23490,c_219,267,19801,0
23491,c_13,267,94111,0
23492,c_3874,267,8540,6
23493,c_2080,267,NULL,4
23494,c_104,267,77036,9
23495,c_375,254,60618,5
23496,c_49,267,60148,4
23497,c_1041,254,60616,1
23498,c_359,267,NULL,5
23499,c_2574,267,NULL,9
23500,c_215,254,60025,0
23501,c_63,267,NULL,4
23502,c_1,267,19806,6
23503,c_66,254,60440,3
23504,c_3875,254,12729,3
23505,c_1515,267,NULL,10
23506,c_1054,254,60609,10
23507,c_664,267,NULL,3
23508,c_63,267,NULL,4
23509,c_87,267,NULL,0
23510,c_967,267,NULL,1
23511,c_78,267,6511,3
23512,c_194,254,60657,8
23513,c_102,267,NULL,4
23514,c_104,267,77036,9
23515,c_745,267,60165,0
23516,c_183,267,NULL,10
23517,c_117,267,NULL,1
23518,c_234,267,NULL,0
23519,c_118,267,95110,4
23520,c_389,267,NULL,9
23521,c_2492,267,NULL,9
23522,c_681,254,10940,4
23523,c_158,254,60640,1
23524,c_3876,267,NULL,3
23525,c_405,267,NULL,0
23526,c_28,267,94111,8
23527,c_13,267,94111,0
23528,c_421,267,60091,5
23529,c_1750,267,NULL,5
23530,c_224,267,NULL,2
23531,c_78,267,6511,3
23532,c_3877,267,NULL,6
23533,c_13,267,94111,0
23534,c_465,267,60649,8
23535,c_3878,267,NULL,9
23536,c_2009,267,NULL,2
23537,c_133,267,NULL,7
23538,c_8,267,94111,5
23539,c_1909,254,60634,5
23540,c_79,267,11354,5
23541,c_618,267,NULL,3
23542,c_214,254,60640,0
23543,c_95,267,77036,9
23544,c_63,267,NULL,4
23545,c_73,267,NULL,0
23546,c_3879,267,NULL,3
23547,c_1557,267,NULL,0
23548,c_26,267,NULL,1
23549,c_30,267,95110,0
23550,c_66,254,60440,3
23551,c_87,267,NULL,0
23552,c_13,267,94111,0
23553,c_13,267,94111,0
23554,c_116,267,91789,3
23555,c_1458,267,NULL,10
23556,c_552,267,NULL,4
23557,c_537,254,60616,5
23558,c_353,267,NULL,3
23559,c_127,267,94111,0
23560,c_78,267,6511,3
23561,c_13,267,94111,0
23562,c_13,267,94111,0
23563,c_10,254,60521,0
23564,c_41,267,94111,0
23565,c_873,254,60609,9
23566,c_22,267,NULL,2
23567,c_3880,254,60053,2
23568,c_87,267,NULL,0
23569,c_30,267,95110,0
23570,c_73,267,NULL,0
23571,c_149,267,60053,10
23572,c_30,267,95110,0
23573,c_1768,267,NULL,3
23574,c_2923,254,60623,1
23575,c_95,267,77036,9
23576,c_22,267,NULL,2
23577,c_416,267,NULL,9
23578,c_3881,267,NULL,2
23579,c_139,254,60004,2
23580,c_28,267,94111,8
23581,c_49,267,60148,4
23582,c_359,267,NULL,5
23583,c_1,267,19806,6
23584,c_30,267,95110,0
23585,c_1025,254,60104,2
23586,c_2091,267,NULL,8
23587,c_28,267,94111,8
23588,c_279,267,NULL,10
23589,c_8,267,94111,5
23590,c_19,267,60654,6
23591,c_30,267,95110,0
23592,c_239,267,NULL,7
23593,c_118,267,95110,4
23594,c_648,267,73131,4
23595,c_49,267,60148,4
23596,c_78,267,6511,3
23597,c_1634,267,NULL,9
23598,c_375,254,60618,5
23599,c_44,267,11354,1
23600,c_953,254,60608,7
23601,c_8,267,94111,5
23602,c_49,267,19901,4
23603,c_392,267,NULL,10
23604,c_1667,267,NULL,8
23605,c_49,267,60148,4
23606,c_3201,267,NULL,4
23607,c_2873,267,NULL,1
23608,c_2433,267,NULL,5
23609,c_3882,267,NULL,6
23610,c_22,267,NULL,2
23611,c_30,267,95110,0
23612,c_3508,267,NULL,6
23613,c_28,267,94111,8
23614,c_78,267,6511,3
23615,c_3883,254,60201,2
23616,c_30,267,95110,0
23617,c_1045,267,NULL,0
23618,c_280,267,NULL,9
23619,c_8,267,94111,5
23620,c_921,254,60527,3
23621,c_32,267,NULL,4
23622,c_49,267,19901,4
23623,c_70,267,95134,8
23624,c_13,267,94111,0
23625,c_49,267,60148,4
23626,c_30,267,95110,0
23627,c_3884,267,NULL,10
23628,c_2177,267,NULL,8
23629,c_22,267,NULL,2
23630,c_382,267,NULL,1
23631,c_176,267,NULL,9
23632,c_41,267,94111,0
23633,c_1,267,19806,6
23634,c_102,267,NULL,4
23635,c_22,267,NULL,2
23636,c_3885,254,60016,4
23637,c_8,267,94111,5
23638,c_1123,267,NULL,7
23639,c_228,254,60523,1
23640,c_443,267,NULL,4
23641,c_657,267,NULL,4
23642,c_256,254,60169,8
23643,c_2894,267,NULL,8
23644,c_219,267,19801,0
23645,c_22,267,NULL,2
23646,c_1059,267,NULL,3
23647,c_1078,267,NULL,10
23648,c_1208,267,NULL,4
23649,c_13,267,94111,0
23650,c_1820,267,NULL,8
23651,c_850,267,NULL,7
23652,c_529,267,NULL,1
23653,c_8,267,94111,5
23654,c_1,267,19806,6
23655,c_345,254,60707,0
23656,c_475,267,NULL,3
23657,c_3886,267,NULL,1
23658,c_1,267,19806,6
23659,c_22,267,NULL,2
23660,c_830,267,NULL,6
23661,c_3887,267,NULL,7
23662,c_22,267,NULL,2
23663,c_1,267,19806,6
23664,c_49,267,60148,4
23665,c_104,267,77036,9
23666,c_99,254,60067,8
23667,c_127,267,94111,0
23668,c_49,267,60148,4
23669,c_11,267,61614,5
23670,c_13,267,94111,0
23671,c_104,267,77036,9
23672,c_49,267,19901,4
23673,c_22,267,NULL,2
23674,c_49,267,19901,4
23675,c_183,267,NULL,10
23676,c_295,267,60016,6
23677,c_948,267,60616,5
23678,c_1,267,19806,6
23679,c_567,267,NULL,5
23680,c_98,267,NULL,4
23681,c_3532,267,60616,10
23682,c_73,267,NULL,0
23683,c_114,267,60712,6
23684,c_8,267,94111,5
23685,c_1153,267,NULL,10
23686,c_1106,267,NULL,3
23687,c_100,267,NULL,8
23688,c_66,254,60440,3
23689,c_2268,267,NULL,5
23690,c_49,267,19901,4
23691,c_87,267,NULL,0
23692,c_211,267,NULL,10
23693,c_66,254,60440,3
23694,c_64,267,NULL,5
23695,c_418,267,NULL,3
23696,c_66,254,60440,3
23697,c_73,267,NULL,0
23698,c_3888,254,60076,6
23699,c_159,254,60056,4
23700,c_3889,254,12729,7
23701,c_1729,254,60646,2
23702,c_13,267,94111,0
23703,c_908,267,60154,7
23704,c_228,254,60559,1
23705,c_1353,254,60465,4
23706,c_28,267,94111,8
23707,c_3727,267,NULL,9
23708,c_285,267,NULL,5
23709,c_22,267,NULL,2
23710,c_22,267,NULL,2
23711,c_681,254,10940,4
23712,c_2405,267,NULL,8
23713,c_66,254,60440,3
23714,c_67,254,91007,2
23715,c_60,254,60016,8
23716,c_3890,267,NULL,0
23717,c_70,267,95134,8
23718,c_66,254,60440,3
23719,c_3829,267,NULL,0
23720,c_259,267,NULL,0
23721,c_243,267,NULL,2
23722,c_147,254,60660,10
23723,c_438,267,NULL,4
23724,c_808,267,60018,7
23725,c_3256,254,61081,6
23726,c_2099,254,60004,0
23727,c_176,267,NULL,9
23728,c_970,267,NULL,9
23729,c_63,267,NULL,4
23730,c_3891,267,NULL,5
23731,c_73,267,NULL,0
23732,c_73,267,NULL,0
23733,c_267,254,60612,10
23734,c_117,267,NULL,1
23735,c_3892,267,NULL,4
23736,c_30,267,95110,0
23737,c_249,267,11354,5
23738,c_43,267,98104,6
23739,c_3893,267,12729,5
23740,c_1736,267,NULL,3
23741,c_380,267,NULL,2
23742,c_3894,254,60712,0
23743,c_2633,254,60077,10
23744,c_1729,254,60646,2
23745,c_73,267,NULL,0
23746,c_97,254,60062,6
23747,c_104,267,77036,9
23748,c_575,254,8854,8
23749,c_2606,267,NULL,10
23750,c_50,254,60527,10
23751,c_236,267,60457,3
23752,c_49,267,60148,4
23753,c_1666,254,60640,2
23754,c_2223,267,NULL,8
23755,c_49,267,19901,4
23756,c_3297,267,NULL,8
23757,c_73,267,NULL,0
23758,c_41,267,94111,0
23759,c_386,267,60609,0
23760,c_802,267,NULL,3
23761,c_1046,254,60612,5
23762,c_49,267,60148,4
23763,c_10,254,60521,0
23764,c_2665,267,NULL,7
23765,c_243,267,NULL,2
23766,c_2153,267,NULL,10
23767,c_1021,267,NULL,6
23768,c_116,267,91789,3
23769,c_13,267,94111,0
23770,c_78,267,6511,3
23771,c_1488,254,60659,3
23772,c_1185,254,60165,5
23773,c_3895,267,NULL,1
23774,c_421,267,60091,5
23775,c_13,267,94111,0
23776,c_25,267,NULL,10
23777,c_2173,267,NULL,5
23778,c_214,254,60640,0
23779,c_478,267,60616,3
23780,c_90,267,95110,2
23781,c_478,267,60616,3
23782,c_146,267,NULL,10
23783,c_49,267,60148,4
23784,c_44,267,11354,1
23785,c_73,267,NULL,0
23786,c_2622,267,NULL,1
23787,c_1287,267,NULL,0
23788,c_22,267,NULL,2
23789,c_3896,267,NULL,9
23790,c_8,267,94111,5
23791,c_243,267,NULL,2
23792,c_26,267,NULL,1
23793,c_324,267,NULL,3
23794,c_13,267,94111,0
23795,c_3897,267,NULL,4
23796,c_73,267,NULL,0
23797,c_1,267,19806,6
23798,c_87,267,NULL,0
23799,c_1015,267,NULL,7
23800,c_78,267,6511,3
23801,c_3898,267,NULL,2
23802,c_3899,267,NULL,10
23803,c_1729,254,60646,2
23804,c_1081,267,NULL,1
23805,c_78,267,6511,3
23806,c_3900,254,60091,2
23807,c_1,267,19806,6
23808,c_3109,254,12729,4
23809,c_22,267,NULL,2
23810,c_478,267,60616,3
23811,c_3341,267,NULL,0
23812,c_803,267,NULL,4
23813,c_3357,267,NULL,10
23814,c_3901,267,NULL,6
23815,c_3902,254,60068,7
23816,c_357,267,NULL,7
23817,c_49,267,60148,4
23818,c_8,267,94111,5
23819,c_100,267,NULL,8
23820,c_49,267,60148,4
23821,c_455,254,12729,10
23822,c_808,267,60018,7
23823,c_394,267,NULL,9
23824,c_1447,267,NULL,5
23825,c_255,267,91101,8
23826,c_30,267,95110,0
23827,c_132,267,90245,8
23828,c_295,267,60016,6
23829,c_26,267,NULL,1
23830,c_3903,267,NULL,0
23831,c_1,267,19806,6
23832,c_880,267,NULL,10
23833,c_55,267,NULL,2
23834,c_323,254,60076,4
23835,c_1000,267,NULL,2
23836,c_1042,267,NULL,2
23837,c_949,254,95129,2
23838,c_104,267,77036,9
23839,c_236,267,60457,3
23840,c_63,267,NULL,4
23841,c_306,267,NULL,3
23842,c_99,254,60067,8
23843,c_254,254,60660,2
23844,c_3904,267,NULL,2
23845,c_49,267,19901,4
23846,c_1410,254,60632,3
23847,c_369,254,60077,8
23848,c_194,254,60657,8
23849,c_43,267,98104,6
23850,c_1268,267,NULL,3
23851,c_63,267,NULL,4
23852,c_1,267,19806,6
23853,c_183,267,NULL,10
23854,c_13,267,94111,0
23855,c_22,267,NULL,2
23856,c_49,267,19901,4
23857,c_1146,267,NULL,8
23858,c_1991,267,NULL,8
23859,c_22,267,NULL,2
23860,c_310,267,60173,8
23861,c_78,267,6511,3
23862,c_78,267,6511,3
23863,c_1258,267,NULL,3
23864,c_119,267,60018,2
23865,c_3576,254,60062,8
23866,c_87,267,NULL,0
23867,c_41,267,94111,0
23868,c_127,267,94111,0
23869,c_3905,267,NULL,3
23870,c_1885,267,NULL,5
23871,c_801,267,NULL,5
23872,c_771,254,60632,4
23873,c_3906,254,60053,5
23874,c_1,267,19806,6
23875,c_133,267,NULL,7
23876,c_49,267,60148,4
23877,c_2165,267,NULL,4
23878,c_421,267,60091,5
23879,c_384,267,60056,10
23880,c_2427,267,NULL,6
23881,c_44,267,11354,1
23882,c_521,267,NULL,10
23883,c_412,254,60022,3
23884,c_1726,254,60164,2
23885,c_66,254,60440,3
23886,c_224,267,NULL,2
23887,c_1036,267,NULL,5
23888,c_1,267,19806,6
23889,c_28,267,94111,8
23890,c_3907,267,NULL,0
23891,c_2442,254,60091,6
23892,c_8,267,94111,5
23893,c_225,267,NULL,6
23894,c_584,254,60616,2
23895,c_55,267,NULL,2
23896,c_79,267,11354,5
23897,c_28,267,94111,8
23898,c_1237,267,NULL,1
23899,c_84,254,1890,7
23900,c_1268,267,NULL,3
23901,c_22,267,NULL,2
23902,c_176,267,NULL,9
23903,c_49,267,60148,4
23904,c_290,254,60160,5
23905,c_318,267,NULL,0
23906,c_712,267,NULL,10
23907,c_1,267,19806,6
23908,c_308,267,6511,8
23909,c_41,267,94111,0
23910,c_227,267,NULL,0
23911,c_79,267,11354,5
23912,c_2190,267,NULL,8
23913,c_55,267,NULL,2
23914,c_49,267,19901,4
23915,c_78,267,6511,3
23916,c_1273,254,60108,5
23917,c_447,267,NULL,5
23918,c_460,267,NULL,4
23919,c_22,267,NULL,2
23920,c_2358,267,NULL,8
23921,c_3,254,60062,5
23922,c_8,267,94111,5
23923,c_49,267,60148,4
23924,c_1379,267,NULL,5
23925,c_1,267,19806,6
23926,c_3826,267,NULL,0
23927,c_2242,267,NULL,7
23928,c_3908,267,NULL,6
23929,c_30,267,95110,0
23930,c_49,267,60148,4
23931,c_3909,267,NULL,7
23932,c_626,267,NULL,8
23933,c_104,267,77036,9
23934,c_58,267,60608,10
23935,c_459,267,NULL,8
23936,c_1470,267,NULL,0
23937,c_295,267,60016,6
23938,c_3910,254,37919,4
23939,c_527,267,NULL,0
23940,c_2585,267,NULL,9
23941,c_1192,254,60126,1
23942,c_13,267,94111,0
23943,c_30,267,95110,0
23944,c_127,267,94111,0
23945,c_1,267,19806,6
23946,c_1,267,19806,6
23947,c_2928,267,NULL,2
23948,c_3911,267,NULL,8
23949,c_28,267,94111,8
23950,c_1730,267,NULL,7
23951,c_1162,267,NULL,3
23952,c_13,267,94111,0
23953,c_49,267,19901,4
23954,c_3912,267,NULL,10
23955,c_3382,267,NULL,3
23956,c_177,267,NULL,3
23957,c_90,267,95110,2
23958,c_1169,267,NULL,5
23959,c_295,267,60016,6
23960,c_310,267,60173,8
23961,c_478,267,60616,3
23962,c_1735,254,60660,7
23963,c_107,267,60203,3
23964,c_243,267,NULL,2
23965,c_3913,267,NULL,1
23966,c_1,267,19806,6
23967,c_26,267,NULL,1
23968,c_66,254,60440,3
23969,c_49,267,19901,4
23970,c_1538,267,NULL,2
23971,c_3914,267,NULL,10
23972,c_8,267,94111,5
23973,c_8,267,94111,5
23974,c_49,267,19901,4
23975,c_78,267,6511,3
23976,c_1,267,19806,6
23977,c_73,267,NULL,0
23978,c_133,267,NULL,7
23979,c_41,267,94111,0
23980,c_443,267,NULL,4
23981,c_161,267,NULL,3
23982,c_26,267,NULL,1
23983,c_8,267,94111,5
23984,c_231,254,60706,10
23985,c_3915,254,60025,8
23986,c_8,267,94111,5
23987,c_438,267,NULL,4
23988,c_73,267,NULL,0
23989,c_2003,267,NULL,2
23990,c_66,254,60440,3
23991,c_26,267,NULL,1
23992,c_115,267,NULL,10
23993,c_78,267,6511,3
23994,c_888,267,NULL,1
23995,c_29,267,60640,8
23996,c_674,267,NULL,0
23997,c_802,267,NULL,3
23998,c_78,267,6511,3
23999,c_13,267,94111,0
24000,c_375,254,60622,5
24001,c_207,267,NULL,6
24002,c_449,267,NULL,3
24003,c_1302,267,NULL,9
24004,c_49,267,19901,4
24005,c_8,267,94111,5
24006,c_2377,267,NULL,9
24007,c_95,267,77036,9
24008,c_574,254,60645,10
24009,c_3916,267,NULL,2
24010,c_215,254,60025,0
24011,c_41,267,94111,0
24012,c_136,267,NULL,1
24013,c_522,267,NULL,0
24014,c_98,267,NULL,4
24015,c_67,254,91007,2
24016,c_8,267,94111,5
24017,c_78,267,6511,3
24018,c_1268,267,NULL,3
24019,c_1315,267,NULL,9
24020,c_1865,267,NULL,1
24021,c_22,267,NULL,2
24022,c_2927,267,NULL,6
24023,c_1525,267,NULL,3
24024,c_1002,267,NULL,8
24025,c_30,267,95110,0
24026,c_13,267,94111,0
24027,c_2938,267,NULL,2
24028,c_1,267,19806,6
24029,c_65,267,60646,6
24030,c_1644,267,NULL,7
24031,c_13,267,94111,0
24032,c_88,254,60712,5
24033,c_1942,267,NULL,3
24034,c_2076,267,NULL,6
24035,c_2758,267,NULL,1
24036,c_655,267,60640,1
24037,c_252,267,NULL,1
24038,c_1,267,19806,6
24039,c_66,254,60440,3
24040,c_49,267,60148,4
24041,c_480,267,NULL,6
24042,c_8,267,94111,5
24043,c_2426,267,NULL,6
24044,c_117,267,NULL,1
24045,c_612,267,NULL,6
24046,c_3917,254,60659,9
24047,c_1730,267,NULL,7
24048,c_3918,267,NULL,2
24049,c_1161,254,60616,6
24050,c_70,267,95134,8
24051,c_2798,267,NULL,6
24052,c_2617,267,NULL,7
24053,c_207,267,NULL,6
24054,c_78,267,6510,3
24055,c_3919,267,12729,6
24056,c_2185,254,60640,3
24057,c_78,267,6511,3
24058,c_3920,254,60659,5
24059,c_2118,267,NULL,8
24060,c_63,267,NULL,4
24061,c_1213,267,NULL,10
24062,c_191,267,60403,0
24063,c_39,254,60153,6
24064,c_118,267,95110,4
24065,c_219,267,19801,0
24066,c_207,267,NULL,6
24067,c_1655,267,NULL,9
24068,c_22,267,NULL,2
24069,c_176,267,NULL,9
24070,c_3300,254,NULL,8
24071,c_514,267,60564,5
24072,c_8,267,94111,5
24073,c_1443,267,NULL,6
24074,c_73,267,NULL,0
24075,c_308,267,6511,8
24076,c_332,254,60523,6
24077,c_3921,267,60604,10
24078,c_3922,254,60191,4
24079,c_104,267,77036,9
24080,c_49,267,60148,4
24081,c_1974,267,NULL,3
24082,c_526,267,NULL,0
24083,c_1000,267,NULL,2
24084,c_3462,267,NULL,7
24085,c_307,254,60018,10
24086,c_3526,267,NULL,10
24087,c_1265,267,NULL,6
24088,c_655,267,60640,1
24089,c_41,267,94111,0
24090,c_745,267,60165,0
24091,c_170,254,60176,5
24092,c_49,267,60148,4
24093,c_1098,267,NULL,7
24094,c_66,254,60440,3
24095,c_73,267,NULL,0
24096,c_132,267,90245,8
24097,c_3923,267,NULL,3
24098,c_22,267,NULL,2
24099,c_3924,267,NULL,5
24100,c_1,267,19806,6
24101,c_307,254,60018,10
24102,c_28,267,94111,8
24103,c_3925,267,NULL,2
24104,c_379,267,NULL,10
24105,c_78,267,6511,3
24106,c_1132,254,60016,6
24107,c_102,267,NULL,4
24108,c_132,267,90245,8
24109,c_10,254,77005,0
24110,c_648,267,73131,4
24111,c_359,267,NULL,5
24112,c_88,254,60712,5
24113,c_30,267,95110,0
24114,c_2551,267,60625,3
24115,c_244,267,NULL,8
24116,c_116,267,91789,3
24117,c_219,267,19801,0
24118,c_215,254,60025,0
24119,c_3278,267,NULL,1
24120,c_778,267,60564,0
24121,c_2289,267,NULL,0
24122,c_1,267,19806,6
24123,c_113,254,60647,8
24124,c_1655,267,NULL,9
24125,c_8,267,94111,5
24126,c_66,254,60440,3
24127,c_8,267,94111,5
24128,c_66,254,60440,3
24129,c_308,267,6511,8
24130,c_117,267,NULL,1
24131,c_115,267,NULL,10
24132,c_1273,254,60108,5
24133,c_481,254,60025,6
24134,c_117,267,NULL,1
