trxn_id,cash_direction,transaction_type,amount,other_party_id,institution_id,xceed_rf_score,isFraud
15949,CashOut,ACH,145922,3426527,3,1,0
15950,CashIn,ACH,46394,4928,18,10,1
15951,CashOut,ACH,29825,3390944,18,7,0
15952,CashIn,Wire,679400,2482850,71,6,0
15953,CashIn,Wire,686257,472008,146,3,0
15954,CashIn,ACH,804053,4387,2,1,0
15955,CashIn,ACH,1339,4928,18,2,0
15956,CashIn,ACH,43474,4928,18,0,0
15957,CashOut,ACH,5770,3426522,11,3,0
15958,CashIn,ACH,5057,672,1666,2,0
15959,CashIn,ACH,946325,3988600,183,8,0
15960,CashIn,ACH,2114754,4928,18,1,0
15961,CashIn,Wire,140000,4918737,2204,2,0
15962,CashIn,ACH,1489565,12664,18,4,0
15963,CashIn,ACH,1231,1453148,15,4,0
15964,CashIn,Wire,197900,2399209,239,2,0
15965,CashIn,ACH,12000,4376826,3,2,0
15966,CashIn,ACH,12400,4376826,3,8,0
15967,CashIn,Wire,1214350,3565288,578,6,0
15968,CashIn,ACH,18347,4928,18,3,0
15969,CashIn,ACH,20593,72679,6,1,0
15970,CashIn,ACH,980,1453148,15,6,0
15971,CashIn,Wire,1327848,4755446,239,9,1
15972,CashIn,ACH,81147,4928,18,9,1
15973,CashIn,ACH,4961,6228,345,3,0
15974,CashIn,ACH,40556,4928,18,6,0
15975,CashIn,ACH,191586,4928,18,1,0
15976,CashIn,ACH,5100,4585734,81822,6,0
15977,CashIn,ACH,296500,7353,3,7,0
15978,CashIn,ACH,25239,4928,18,9,1
15979,CashIn,ACH,773398,59152,11,5,0
15980,CashIn,ACH,216110,4928,18,9,1
15981,CashIn,Wire,10000,637903,523,5,0
15982,CashIn,ACH,17,14926,3,9,1
15983,CashIn,ACH,13670,4376826,3,8,0
15984,CashIn,ACH,7926,4413,3,8,0
15985,CashIn,ACH,360989,4928,18,4,0
15986,CashIn,ACH,1264,4928,18,0,0
15987,CashIn,ACH,859,4928,18,3,0
15988,CashOut,ACH,10000,311682,2,2,0
15989,CashIn,ACH,996500,7353,3,7,0
15990,CashIn,ACH,48510,4206,18,3,0
15991,CashIn,Wire,102600,2712704,71,0,0
15992,CashIn,ACH,9900,4000,3,5,0
15993,CashOut,ACH,19127,162711,18,6,0
15994,CashOut,ACH,300000,3471674,18,3,0
15995,CashIn,ACH,33343,1453148,15,1,0
15996,CashIn,Wire,16135500,4927124,871,7,0
15997,CashIn,ACH,33406,4928,18,1,0
15998,CashIn,ACH,118441,71845,3,2,0
15999,CashIn,ACH,31423,4272311,43,2,0
16000,CashIn,ACH,1333917,4928,18,4,0
16001,CashIn,Wire,480112,157708,313,10,1
16002,CashIn,ACH,17000,6019,15,10,1
16003,CashIn,ACH,152577,188,3,7,0
16004,CashIn,ACH,16807,1453148,15,5,0
16005,CashIn,ACH,1012,4928,18,0,0
16006,CashIn,ACH,385,74943,43,4,0
16007,CashOut,ACH,190900,3432944,2851,10,1
16008,CashIn,ACH,499748,7353,3,7,0
16009,CashIn,Wire,927510,3518740,71,2,0
16010,CashIn,ACH,6164,4928,18,5,0
16011,CashIn,ACH,647766,7353,3,2,0
16012,CashIn,ACH,767145,4928,18,7,0
16013,CashOut,Wire,2500000,4931158,66525,5,0
16014,CashIn,ACH,1123,4206,18,10,1
16015,CashOut,ACH,31844,7812,49,6,0
16016,CashIn,ACH,5575,72679,6,2,0
16017,CashIn,ACH,34921,4928,18,7,0
16018,CashIn,ACH,1495144,754751,31,2,0
16019,CashIn,ACH,649,4272311,43,6,0
16020,CashIn,ACH,2903,72679,6,9,1
16021,CashIn,ACH,303,1453148,15,8,0
16022,CashIn,Wire,7032600,3766462,307,6,0
16023,CashOut,Wire,1321620,2172671,899,6,0
16024,CashIn,ACH,454184,4928,18,8,0
16025,CashIn,ACH,376500,7353,3,1,0
16026,CashIn,ACH,222230,4928,18,1,0
16027,CashIn,ACH,11853,4928,18,6,0
16028,CashIn,Wire,322100,4933055,71,3,0
16029,CashIn,ACH,5765,4585734,81822,0,0
16030,CashIn,ACH,1909,4000,3,3,0
16031,CashOut,ACH,110427,3471947,18,4,0
16032,CashIn,ACH,272200,7353,3,1,0
16033,CashIn,Wire,13093000,3946139,71,0,0
16034,CashIn,ACH,50200,7353,3,7,0
16035,CashIn,ACH,24400,4974,3,5,0
16036,CashIn,ACH,216666,4928,18,3,0
16037,CashIn,ACH,748,3905,43,10,1
16038,CashIn,ACH,979,6228,345,9,1
16039,CashIn,ACH,23916,3905,43,6,0
16040,CashIn,ACH,10300,4376826,3,3,0
16041,CashIn,ACH,58336,4928,18,1,0
16042,CashIn,ACH,3502,7353,3,1,0
16043,CashIn,ACH,63967,6228,345,7,0
16044,CashIn,ACH,270000,7353,3,8,0
16045,CashIn,ACH,192110,4928,18,6,0
16046,CashIn,Wire,177680,158494,239,1,0
16047,CashIn,ACH,842584,4928,18,7,0
16048,CashIn,Wire,1297900,35777,239,0,0
16049,CashIn,ACH,26863,4928,18,9,1
16050,CashIn,ACH,143096,4928,18,8,0
16051,CashIn,ACH,228802,4928,18,1,0
16052,CashIn,ACH,5055,72679,6,5,0
16053,CashIn,ACH,40730,4585734,81822,2,0
16054,CashIn,ACH,13131,4376826,3,8,0
16055,CashIn,ACH,2299624,12124,3,10,1
16056,CashOut,ACH,40000,3426339,122,2,0
16057,CashIn,ACH,85600,4248836,142,8,0
16058,CashIn,ACH,1259,4928,18,9,1
16059,CashOut,ACH,39928,12412,18,10,1
16060,CashOut,ACH,1158350,4387,2,1,0
16061,CashIn,ACH,4983,4928,18,6,0
16062,CashIn,ACH,27448,4928,18,8,0
16063,CashIn,ACH,48500,7353,3,4,0
16064,CashIn,ACH,732,4928,18,10,1
16065,CashIn,Wire,2235291,4285516,48977,9,1
16066,CashIn,Wire,92500,1437078,40880,5,0
16067,CashIn,ACH,6385,1453148,15,8,0
16068,CashIn,Wire,121500,2581016,14621,2,0
16069,CashOut,ACH,4240,172954,3,8,0
16070,CashIn,ACH,811841,4760765,3,1,0
16071,CashIn,Wire,950000,2017642,523,7,0
16072,CashIn,ACH,11781,4928,18,3,0
16073,CashIn,ACH,2351,1453148,15,0,0
16074,CashIn,ACH,1416,72679,6,4,0
16075,CashIn,ACH,1150000,400888,49,9,1
16076,CashIn,ACH,21819,4585734,81822,3,0
16077,CashIn,Wire,12419080,3788709,48977,1,0
16078,CashIn,ACH,3480,6228,345,2,0
16079,CashIn,ACH,105879,1453148,15,5,0
16080,CashIn,Wire,1000000,4909392,1,0,0
16081,CashIn,ACH,23253,4928,18,1,0
16082,CashIn,Wire,508201,4754202,50,5,0
16083,CashIn,Wire,348500,3759041,525,9,1
16084,CashIn,ACH,232800,216,11078,8,0
16085,CashIn,ACH,117645,4562,31,10,1
16086,CashIn,Wire,712100,3982566,161,6,0
16087,CashIn,ACH,23438,3416819,18,10,1
16088,CashIn,ACH,36457,4928,18,7,0
16089,CashIn,ACH,221992,15983,6,6,0
16090,CashIn,ACH,138215,565953,43,3,0
16091,CashIn,Wire,28600,3547253,280,6,0
16092,CashOut,ACH,11167,3433304,3,8,0
16093,CashIn,ACH,2298,4928,18,8,0
16094,CashIn,Wire,4793002,2090506,871,3,0
16095,CashIn,ACH,489332,60683,10,10,1
16096,CashIn,Wire,856228,4754202,50,10,1
16097,CashOut,ACH,128278,3467553,261,8,0
16098,CashIn,ACH,539,1453148,15,2,0
16099,CashIn,ACH,2225716,2305190,1876,8,0
16100,CashIn,ACH,9700,4376826,3,0,0
16101,CashIn,ACH,25189,1453148,15,7,0
16102,CashIn,ACH,4092,4928,18,5,0
16103,CashIn,ACH,14476,6228,345,0,0
16104,CashIn,Wire,4999000,4932197,224,4,0
16105,CashIn,ACH,563,1453148,15,9,1
16106,CashIn,ACH,8070,6228,345,4,0
16107,CashIn,ACH,401897,4928,18,1,0
16108,CashIn,ACH,1080,6228,345,4,0
16109,CashOut,ACH,98834,1601690,6,0,0
16110,CashIn,Wire,26325827,2254519,239,7,0
16111,CashIn,ACH,3544,4585734,81822,1,0
16112,CashIn,ACH,87505,75462,192,1,0
16113,CashIn,ACH,485,1453148,15,3,0
16114,CashIn,ACH,155316,4000,3,7,0
16115,CashIn,ACH,1612000,3267,509,1,0
16116,CashIn,Wire,1116314,2695056,523,6,0
16117,CashIn,ACH,250,4928,18,1,0
16118,CashIn,Wire,647909,6477,239,10,1
16119,CashIn,ACH,916106,32851,460,8,0
16120,CashIn,ACH,4723,72679,6,4,0
16121,CashIn,ACH,10070,4928,18,8,0
16122,CashIn,ACH,10429,4585734,81822,2,0
16123,CashIn,ACH,86388,4928,18,5,0
16124,CashIn,ACH,16288,4928,18,4,0
16125,CashIn,ACH,62299,4928,18,1,0
16126,CashIn,ACH,8054,3972,3,10,1
16127,CashOut,ACH,4000,4945789,1,7,0
16128,CashIn,ACH,5587,4928,18,7,0
16129,CashIn,ACH,2,14926,3,5,0
16130,CashIn,ACH,1518,4928,18,2,0
16131,CashOut,ACH,60240,3426387,27,7,0
16132,CashIn,ACH,87225,7353,3,10,1
16133,CashOut,ACH,4700,3426557,18,7,0
16134,CashIn,ACH,1581842,7353,3,6,0
16135,CashIn,ACH,38766,4928,18,8,0
16136,CashIn,ACH,20390,4928,18,5,0
16137,CashIn,ACH,5350,4928,18,7,0
16138,CashIn,ACH,1893,1453148,15,1,0
16139,CashIn,ACH,11600,4585734,81822,2,0
16140,CashIn,ACH,57700,456,2804,1,0
16141,CashIn,ACH,194187,79,3,9,1
16142,CashIn,Wire,2005600,796264,117,1,0
16143,CashIn,ACH,1030,6228,345,5,0
16144,CashIn,ACH,2503044,4928,18,6,0
16145,CashIn,ACH,43204,4928,18,2,0
16146,CashIn,Wire,623592,2017629,848,1,0
16147,CashIn,ACH,334,4272311,43,7,0
16148,CashIn,ACH,113854,4928,18,10,1
16149,CashIn,ACH,845873,4928,18,0,0
16150,CashIn,ACH,19599,1453148,15,2,0
16151,CashIn,Wire,3958000,2356719,239,1,0
16152,CashIn,Wire,85679,4720357,3299,3,0
16153,CashIn,ACH,174334,1702,18,6,0
16154,CashIn,ACH,8138,72679,6,0,0
16155,CashIn,ACH,179332,74943,43,8,0
16156,CashOut,ACH,57425,172954,3,4,0
16157,CashIn,ACH,123132,3638,13,6,0
16158,CashIn,ACH,933123,4928,18,3,0
16159,CashIn,ACH,19934,4585734,81822,6,0
16160,CashIn,ACH,8459,4928,18,7,0
16161,CashIn,ACH,100562,4928,18,7,0
16162,CashIn,ACH,93900,2960078,142,1,0
16163,CashIn,ACH,3548,4272311,43,7,0
16164,CashIn,ACH,12989,4928,18,2,0
16165,CashIn,ACH,27133,4928,18,8,0
16166,CashIn,ACH,1063712,12664,18,2,0
16167,CashIn,ACH,39000,2200177,34,0,0
16168,CashIn,Wire,350000,1843850,523,9,1
16169,CashIn,ACH,100000000,4765856,11,7,0
16170,CashIn,ACH,44582,4928,18,5,0
16171,CashIn,ACH,49869,4928,18,0,0
16172,CashIn,ACH,2882,4928,18,7,0
16173,CashIn,ACH,62414,4928,18,9,1
16174,CashIn,ACH,17853,4928,18,1,0
16175,CashIn,ACH,41184,4928,18,5,0
16176,CashIn,ACH,15496,72679,6,8,0
16177,CashIn,ACH,35904,4928,18,9,1
16178,CashIn,ACH,571120,7353,3,2,0
16179,CashIn,ACH,2170,1453148,15,0,0
16180,CashIn,Wire,498000,4786804,239,8,0
16181,CashIn,ACH,1123,72679,6,10,1
16182,CashIn,ACH,19876,4000,3,9,1
16183,CashIn,ACH,7483,72679,6,8,0
16184,CashIn,ACH,1505,4272311,43,4,0
16185,CashOut,ACH,75776,3427111,76,10,1
16186,CashIn,Wire,29739,3854147,499,10,1
16187,CashIn,ACH,676613,2197441,18,2,0
16188,CashOut,ACH,1891,3467655,3,10,1
16189,CashIn,Wire,9753574,3703236,523,2,0
16190,CashIn,ACH,5010,4272311,43,3,0
16191,CashIn,ACH,57110,4928,18,10,1
16192,CashIn,Wire,27321,1998746,567,6,0
16193,CashIn,ACH,10500,4376826,3,8,0
16194,CashIn,Wire,1000000,4952671,9400,10,1
16195,CashIn,Wire,48200,3054622,4249,3,0
16196,CashIn,ACH,164542,4928,18,3,0
16197,CashIn,ACH,5217,4272311,43,9,1
16198,CashOut,ACH,50000,4964460,1,3,0
16199,CashIn,ACH,960476,4928,18,4,0
16200,CashIn,ACH,5262,4585734,81822,2,0
16201,CashIn,ACH,43900,2960078,142,10,1
16202,CashIn,ACH,550000,7353,3,10,1
16203,CashOut,ACH,42054,3441772,55,3,0
16204,CashIn,ACH,414114,4928,18,8,0
16205,CashIn,ACH,41064,6228,345,5,0
16206,CashIn,ACH,3423,72679,6,4,0
16207,CashIn,ACH,2656233,4928,18,4,0
16208,CashOut,ACH,900000,3446050,18,6,0
16209,CashIn,ACH,88100,7353,3,7,0
16210,CashIn,ACH,144390,4928,18,4,0
16211,CashIn,ACH,287009,4928,18,3,0
16212,CashIn,ACH,132558,4928,18,5,0
16213,CashIn,Wire,898200,1837452,11601,2,0
16214,CashIn,ACH,199,4974,3,8,0
16215,CashIn,ACH,11081,4376826,3,8,0
16216,CashIn,Wire,122911,157708,313,1,0
16217,CashIn,ACH,87729,4928,18,9,1
16218,CashIn,ACH,3313,4272311,43,2,0
16219,CashIn,ACH,1094012,4928,18,4,0
16220,CashIn,ACH,2771,4974,3,1,0
16221,CashOut,ACH,1264226,3458879,5433,3,0
16222,CashIn,Wire,491500,2784382,24619,5,0
16223,CashIn,ACH,562,1453148,15,0,0
16224,CashIn,ACH,126052,4585734,81822,3,0
16225,CashIn,ACH,3434,4928,18,5,0
16226,CashOut,ACH,397659,1592,5,5,0
16227,CashIn,ACH,7811,4585734,81822,5,0
16228,CashIn,ACH,32773,79,3,6,0
16229,CashIn,ACH,644,4928,18,3,0
16230,CashIn,ACH,190000,5388,7,8,0
16231,CashIn,ACH,169942,4928,18,8,0
16232,CashIn,Wire,241500,4937189,71,4,0
16233,CashIn,ACH,6425,4928,18,2,0
16234,CashOut,ACH,16340,7812,49,0,0
16235,CashIn,ACH,530000,7353,3,9,1
16236,CashIn,ACH,2000,4965295,1,9,1
16237,CashOut,ACH,104820,3603308,133,4,0
16238,CashOut,ACH,156506,4413,3,3,0
16239,CashIn,ACH,1383,6228,345,7,0
16240,CashIn,ACH,4779,72679,6,8,0
16241,CashIn,ACH,7300,4376826,3,9,1
16242,CashIn,ACH,9400,4376826,3,8,0
16243,CashOut,ACH,441333,1601690,6,2,0
16244,CashOut,ACH,6563,3426522,11,1,0
16245,CashIn,ACH,50001,4061426,981,7,0
16246,CashIn,ACH,27065,7353,3,9,1
16247,CashIn,ACH,11488,1453148,15,9,1
16248,CashIn,ACH,83571,4928,18,9,1
16249,CashIn,Wire,1114550,2174580,263,9,1
16250,CashIn,ACH,29879,176062,18,10,1
16251,CashOut,ACH,32100,3433304,3,6,0
16252,CashIn,ACH,26216,4928,18,10,1
16253,CashOut,ACH,1777,3426887,18,6,0
16254,CashIn,ACH,2279295,7812,49,8,0
16255,CashOut,ACH,194346,1997215,3,8,0
16256,CashIn,ACH,14000,4376826,3,2,0
16257,CashIn,ACH,426500,7353,3,0,0
16258,CashOut,ACH,210000,74705,18,2,0
16259,CashIn,ACH,545,62200,12,1,0
16260,CashIn,ACH,56465,4928,18,8,0
16261,CashOut,ACH,12470,4950401,1,10,1
16262,CashIn,ACH,59836,4928,18,4,0
16263,CashOut,ACH,14495358,3463243,6,8,0
16264,CashIn,Wire,106900,2605401,671,10,1
16265,CashIn,ACH,1493,1453148,15,3,0
16266,CashOut,ACH,15000,3426358,3,2,0
16267,CashIn,ACH,3241,72679,6,4,0
16268,CashIn,ACH,12180,4376826,3,9,1
16269,CashIn,ACH,15515,4376826,3,9,1
16270,CashIn,ACH,43689,4928,18,10,1
16271,CashIn,ACH,91495,4928,18,4,0
16272,CashOut,ACH,225000,3426358,3,2,0
16273,CashIn,ACH,15976,4928,18,2,0
16274,CashOut,ACH,23309,3004381,18,4,0
16275,CashIn,ACH,1386,6228,345,0,0
16276,CashOut,ACH,91716,3433621,3,0,0
16277,CashIn,ACH,2875,1453148,15,10,1
16278,CashOut,ACH,500,3435056,18,1,0
16279,CashIn,Wire,827610,3808313,508,0,0
16280,CashIn,ACH,466428,4928,18,10,1
16281,CashOut,ACH,880892,5319,3,7,0
16282,CashIn,ACH,106936,3905,43,6,0
16283,CashIn,Wire,604405,4806524,239,5,0
16284,CashIn,ACH,5821,72679,6,3,0
16285,CashIn,ACH,76600,483,3,2,0
16286,CashIn,ACH,10400,4376826,3,7,0
16287,CashIn,ACH,19070,79,3,9,1
16288,CashIn,ACH,180911,4585734,81822,4,0
16289,CashIn,ACH,11175,6228,345,10,1
16290,CashIn,Wire,759768,4754202,50,3,0
16291,CashIn,ACH,391592,4928,18,5,0
16292,CashIn,ACH,62617,4928,18,3,0
16293,CashOut,ACH,41911,4804176,215,9,1
16294,CashIn,ACH,152292,12124,3,1,0
16295,CashOut,ACH,2346360,13183,18,6,0
16296,CashIn,ACH,840,4928,18,10,1
16297,CashIn,ACH,38664,4928,18,3,0
16298,CashOut,ACH,37881,58937,34,9,1
16299,CashIn,ACH,157284,4928,18,7,0
16300,CashOut,ACH,40000,3427317,3,7,0
16301,CashIn,ACH,10,4376826,3,7,0
16302,CashIn,Wire,991000,2338481,1,8,0
16303,CashIn,ACH,49352,4585734,81822,4,0
16304,CashIn,ACH,11007,4272311,43,2,0
16305,CashIn,ACH,15300,4376826,3,10,1
16306,CashIn,Wire,21106700,4921994,5614,10,1
16307,CashIn,ACH,14299,4928,18,7,0
16308,CashIn,ACH,6409,1453148,15,2,0
16309,CashIn,ACH,83804,4928,18,8,0
16310,CashOut,ACH,30000,3426375,122,1,0
16311,CashOut,ACH,113353,71846,3,4,0
16312,CashIn,ACH,2055,4928,18,5,0
16313,CashIn,ACH,2418,4928,18,4,0
16314,CashIn,Wire,175690,157708,239,10,1
16315,CashIn,ACH,2233,1453148,15,4,0
16316,CashIn,Wire,545850,3217051,239,9,1
16317,CashIn,ACH,638,1453148,15,9,1
16318,CashOut,ACH,463,12412,18,2,0
16319,CashIn,ACH,169534,7353,3,5,0
16320,CashIn,ACH,620614,4928,18,2,0
16321,CashIn,Wire,543478,4472180,900,4,0
16322,CashIn,ACH,23386,4928,18,5,0
16323,CashIn,ACH,58708,4928,18,1,0
16324,CashIn,ACH,2569,72679,6,7,0
16325,CashIn,Wire,1906389,6477,239,8,0
16326,CashIn,ACH,222821,4928,18,8,0
16327,CashOut,ACH,1184,3426887,18,1,0
16328,CashOut,ACH,1244560,4387,2,0,0
16329,CashOut,Wire,479728120,3612133,186,1,0
16330,CashIn,Wire,2200000,4280635,71,8,0
16331,CashIn,ACH,7512,3844,3,2,0
16332,CashIn,ACH,115083,4928,18,0,0
16333,CashOut,ACH,19964,4931544,1,9,1
16334,CashIn,ACH,79881,4928,18,1,0
16335,CashIn,ACH,10775,1453148,15,0,0
16336,CashIn,ACH,450566,4928,18,2,0
16337,CashIn,ACH,53500,6019,15,4,0
16338,CashIn,Wire,1134000,2414569,239,4,0
16339,CashIn,ACH,930,4928,18,9,1
16340,CashIn,ACH,52883,4928,18,0,0
16341,CashIn,Wire,867661,901029,569,4,0
16342,CashIn,ACH,39207,4928,18,10,1
16343,CashIn,ACH,545,1453148,15,0,0
16344,CashIn,ACH,33406,4928,18,7,0
16345,CashOut,ACH,73383,3872546,3,9,1
16346,CashOut,ACH,130389,3608369,36,5,0
16347,CashIn,Wire,1254070,3063514,523,5,0
16348,CashIn,ACH,82425,79,3,5,0
16349,CashIn,ACH,295491,4928,18,8,0
16350,CashOut,ACH,2077,4174649,133,6,0
16351,CashIn,ACH,596,12412,18,7,0
16352,CashIn,ACH,524708,2922817,18,6,0
16353,CashIn,ACH,44717,4928,18,7,0
16354,CashIn,ACH,90154,4928,18,9,1
16355,CashIn,ACH,794,4272311,43,0,0
16356,CashIn,Wire,218500,4952877,263,3,0
16357,CashIn,ACH,76442,4928,18,4,0
16358,CashIn,ACH,1463049,4928,18,8,0
16359,CashOut,ACH,494364,3426387,27,5,0
16360,CashIn,ACH,32236,4928,18,4,0
16361,CashIn,ACH,4399,1453148,15,8,0
16362,CashIn,ACH,85900,456,2804,6,0
16363,CashIn,ACH,16045,1453148,15,7,0
16364,CashIn,ACH,45500,7353,3,8,0
16365,CashOut,ACH,19441,3463265,18,8,0
16366,CashIn,Wire,501121,6477,239,6,0
16367,CashIn,Wire,812200,3510290,71,6,0
16368,CashIn,ACH,494957,7353,3,2,0
16369,CashOut,ACH,206005,4947,10,5,0
16370,CashIn,ACH,759742,3801,78,6,0
16371,CashIn,ACH,6080,4974,3,3,0
16372,CashIn,ACH,924158,12664,18,2,0
16373,CashOut,ACH,34260,3475478,43,10,1
16374,CashIn,ACH,2723,79,3,4,0
16375,CashIn,ACH,27145,22750,8,6,0
16376,CashIn,Wire,2789381,3108798,239,3,0
16377,CashIn,ACH,19062,4928,18,3,0
16378,CashIn,Wire,318500,4929501,565,4,0
16379,CashIn,ACH,3495,1453148,15,8,0
16380,CashIn,ACH,1265,4974,3,2,0
16381,CashIn,ACH,20156,4928,18,8,0
16382,CashIn,ACH,52523,4928,18,2,0
16383,CashIn,ACH,69773,58937,34,7,0
16384,CashIn,Wire,173780,157708,313,7,0
16385,CashIn,ACH,1536,1453148,15,0,0
16386,CashIn,ACH,109945,4928,18,3,0
16387,CashIn,ACH,626,6228,345,3,0
16388,CashIn,ACH,12809,4928,18,4,0
16389,CashIn,ACH,29280,4585734,81822,10,1
16390,CashIn,ACH,2903,72679,6,8,0
16391,CashIn,ACH,122579,4928,18,10,1
16392,CashIn,ACH,202390,4928,18,3,0
16393,CashIn,ACH,4538,72679,6,5,0
16394,CashOut,Wire,52300,4957106,3536,5,0
16395,CashIn,ACH,916642,4928,18,3,0
16396,CashIn,ACH,158028,1592,18,7,0
16397,CashIn,ACH,228,1453148,15,10,1
16398,CashIn,ACH,104443,4928,18,2,0
16399,CashIn,Wire,310500,200867,71,5,0
16400,CashOut,ACH,35439,3496616,261,7,0
16401,CashIn,ACH,16351,4272311,43,7,0
16402,CashIn,ACH,2345,6228,345,8,0
16403,CashIn,ACH,649986,4928,18,1,0
16404,CashIn,Wire,4949000,4467225,71,6,0
16405,CashIn,ACH,36195,4442940,6,9,1
16406,CashIn,ACH,717300,7353,3,9,1
16407,CashIn,ACH,15220,4928,18,1,0
16408,CashIn,ACH,70186,4928,18,7,0
16409,CashIn,ACH,131845,4928,18,9,1
16410,CashIn,ACH,63533,2268251,110146,10,1
16411,CashOut,ACH,692109,3430629,11,8,0
16412,CashIn,ACH,83790,4585734,81822,5,0
16413,CashIn,ACH,7368,58937,34,10,1
16414,CashIn,ACH,8401,72679,6,7,0
16415,CashIn,ACH,529,4928,18,8,0
16416,CashIn,ACH,467546,4928,18,6,0
16417,CashIn,ACH,311232,4928,18,8,0
16418,CashIn,ACH,24869,4928,18,8,0
16419,CashIn,ACH,1165,1453148,15,3,0
16420,CashIn,ACH,7204,72679,6,6,0
16421,CashOut,ACH,29045,3426662,18,7,0
16422,CashIn,ACH,8767346,4229876,18,7,0
16423,CashIn,ACH,27012,1453148,15,2,0
16424,CashIn,ACH,188985,59152,11,6,0
16425,CashIn,Wire,275800,4937452,1,9,1
16426,CashIn,ACH,2052971,4928,18,5,0
16427,CashIn,ACH,28390,71845,3,4,0
16428,CashIn,ACH,1065,1453148,15,2,0
16429,CashIn,ACH,14610,4928,18,4,0
16430,CashIn,Wire,7776000,4392549,649,1,0
16431,CashIn,Wire,256655,4754202,50,4,0
16432,CashIn,ACH,9106426,2752710,43,6,0
16433,CashIn,ACH,58453,4928,18,10,1
16434,CashIn,ACH,162243,4413,3,1,0
16435,CashIn,ACH,224534,7353,3,8,0
16436,CashIn,ACH,47580,4928,18,8,0
16437,CashOut,ACH,151854,3463018,3,10,1
16438,CashIn,ACH,10752,4928,18,2,0
16439,CashIn,ACH,15042,4928,18,7,0
16440,CashOut,ACH,31442,3844203,3,3,0
16441,CashIn,ACH,797,1453148,15,0,0
16442,CashIn,ACH,7733,4928,18,0,0
16443,CashIn,ACH,17703,1453148,15,8,0
16444,CashIn,ACH,1016883,4928,18,7,0
16445,CashIn,ACH,14967,1453148,15,2,0
16446,CashOut,ACH,149512,1601690,6,3,0
16447,CashIn,ACH,399,4974,3,4,0
16448,CashIn,ACH,117,1453148,15,1,0
16449,CashOut,ACH,39500,4947,3,4,0
16450,CashIn,ACH,204943,75462,192,1,0
16451,CashOut,ACH,32809,4804176,215,4,0
16452,CashIn,ACH,7486,6228,345,5,0
16453,CashIn,ACH,2687,4928,18,10,1
16454,CashIn,ACH,299819,72679,6,4,0
16455,CashIn,ACH,116213,4928,18,5,0
16456,CashIn,ACH,2666,3416819,18,6,0
16457,CashIn,ACH,293540,4928,18,3,0
16458,CashIn,ACH,14837,4974,3,4,0
16459,CashIn,ACH,15800,4376826,3,1,0
16460,CashIn,ACH,3024,72679,6,8,0
16461,CashIn,ACH,957,1453148,15,7,0
16462,CashIn,ACH,41438,6228,345,10,1
16463,CashIn,ACH,22700,7353,3,10,1
16464,CashIn,ACH,2701,4928,18,8,0
16465,CashIn,Wire,79200,2686444,239,2,0
16466,CashIn,ACH,353684,4928,18,10,1
16467,CashIn,ACH,5213,1453148,15,6,0
16468,CashIn,ACH,52298,4928,18,6,0
16469,CashIn,ACH,5172,4928,18,0,0
16470,CashIn,ACH,5862,4928,18,6,0
16471,CashIn,Wire,371199,2635758,747,9,1
16472,CashIn,Wire,617117,472008,146,8,0
16473,CashIn,ACH,235200,33568,43,9,1
16474,CashIn,Wire,894815,2292707,542,0,0
16475,CashIn,ACH,319238,4928,18,4,0
16476,CashIn,ACH,177506,4928,18,3,0
16477,CashIn,Wire,4693000,4932920,3250,0,0
16478,CashIn,Wire,3181600,106230,743,7,0
16479,CashIn,ACH,5275,1453148,15,0,0
16480,CashIn,ACH,1696841,4928,18,2,0
16481,CashIn,ACH,358543,4928,18,6,0
16482,CashIn,Wire,3005850,4848365,1,4,0
16483,CashOut,ACH,18142,3426375,122,2,0
16484,CashIn,Wire,96897,4072881,4205,1,0
16485,CashIn,ACH,13166,6228,345,5,0
16486,CashOut,ACH,28822,3426419,3,9,1
16487,CashOut,Wire,760000,4926948,21529,4,0
16488,CashIn,ACH,696,1453148,15,5,0
16489,CashIn,ACH,585,1453148,15,3,0
16490,CashIn,ACH,559400,2319998,183,1,0
16491,CashOut,ACH,2574644,3988600,183,0,0
16492,CashOut,ACH,10000,311682,2,5,0
16493,CashIn,ACH,79452,4928,18,1,0
16494,CashOut,ACH,9000,3390944,18,6,0
16495,CashOut,ACH,34000,7743,18,8,0
16496,CashIn,ACH,5677,4928,18,1,0
16497,CashOut,ACH,19073,3426887,18,1,0
16498,CashIn,Wire,927387,4754202,50,0,0
16499,CashIn,ACH,7683913,4928,18,0,0
16500,CashIn,ACH,969,1453148,15,3,0
16501,CashIn,ACH,1017,4928,18,7,0
16502,CashIn,ACH,10678,72679,6,5,0
16503,CashIn,ACH,24500,22393,192,6,0
16504,CashIn,ACH,12322,4928,18,1,0
16505,CashIn,Wire,198200,2748453,239,8,0
16506,CashIn,ACH,44314,15848,192,5,0
16507,CashOut,ACH,139184,1601690,6,3,0
16508,CashIn,ACH,147916,4928,18,8,0
16509,CashIn,ACH,518,4272311,43,2,0
16510,CashIn,ACH,4288,4928,18,3,0
16511,CashIn,ACH,180000,4933292,12652,10,1
16512,CashOut,ACH,63202,3441817,345,7,0
16513,CashIn,ACH,325,1453148,15,6,0
16514,CashIn,ACH,7734,6019,15,6,0
16515,CashIn,ACH,89697,12124,3,5,0
16516,CashIn,Wire,48000,4937334,3539,8,0
16517,CashIn,ACH,1051,4928,18,6,0
